#,Item No.,Item Description,In Stock,Committed,Ordered,Available,Inventory UoM
231,AS800180,8001 PORCELAIN 80X80CM - AGL,7.68,,,7.68,M2
232,AS800260120,8002 60X120CM - AGL,,,,,M2
233,AS800280,8002 PORCELAIN 80X80 CM - AGL,54.84,15.36,,39.48,M2
234,ASAAB06F80120,XXL ARMANI (BATCH - 06) PORCELAIN  80X120 CM AGL,,,,,M2
235,ASAAB19F80120,XXL ARMANI (BATCH - 19) PORCELAIN  80X120 CM AGL,,,,,M2
236,ASAAF1080S,XXL ARMANI PORCELAIN SKIRTING 10X80 CM AGL,83,,,83,PCS
237,ASAAF80120,XXL ARMANI (BATCH - 04) PORCELAIN  80X120 CM AGL,,,,,M2
238,ASAAFL10120S,XXL ARMANI PORCELAIN  (LIGHT) SKIRTING 10X120 CM AGL,,,,,PCS
239,ASAAFL80120,XXL ARMANI PORCELAIN  80X120 CM AGL,2.88,,,2.88,M2
240,ASABW3090,ARGENTE BEIGE WALL 30X90 CM AGL,0.27,,,0.27,M2
241,ASAN60,ALASKA NATURAL GLOSSY PORCELAIN 60X60CM - AGL,0.32,,,0.32,M2
242,ASAN60120,ALASKA NATURAL GLOSSY PORCELAIN 60X120CM - AGL,2033.51,1566.04,12441.6,12909.07,M2
243,ASAN80,ALASKA NATURAL PORCELAIN 80X80CM - AGL,2551.1,,,2551.1,M2
244,ASANM60,ALASKA NATURAL MATT PORCELAIN 60X60CM - AGL,754.25,753.12,3024,3025.13,M2
245,ASANPPS1060,ALASKA NATURAL POLISHED PORCELAIN SKIRTING 10X60CM - AGL,,,,,PCS
246,ASANR10120,ALASKA NATURAL PORCELAIN RISER 10X120CM - AGL,,,,,PCS
247,ASANS10120,ALASKA NATURAL PORCELAIN SKIRTING 10X120CM - AGL,,,,,PCS
248,ASANS30120,ALASKA NATURAL PORCELAIN STEPS 30X120CM - AGL,,,,,PCS
249,ASASW60,SATWARIO WHITE PORCELAIN 60X60 CM AGL,316.08,313.36,,2.72,M2
250,ASBMHG60,BLACK MARINE HIGH GLOSSY 60X60CM - AGL,,,3024,3024,M2
251,ASBSMW3090,BOXY STRIPE MAJENTA WALL 30X90 CM AGL,97.47,,,97.47,M2
252,ASBSWW3090,BOXY STRIPE WHITE WALL 30X90 CM AGL,173.61,,,173.61,M2
253,ASCBF30,CREATO BEIGE FLOOR 30X30 CM AGL,737.52,11,,726.52,M2
254,ASCBM1080,CLOVIS BROWN MATT 10X80 CM - AGL,,,,,M2
255,ASCBM1680,CLOVIS BROWN MATT 16X80 CM - AGL,,,,,M2
256,ASCBW3045,CREATO BEIGE WALL 30X45 CM AGL,1130.72,36.185,,1094.535,M2
257,ASCBW3090,CREATO BEIGE WALL 30X90 CM AGL,0.77,,,0.77,M2
258,ASCDW3090,CALLA DECOR WALL 30X90 CM AGL,1,,,1,PCS
259,ASCFW3090,CIRCULO FLOWER DECOR WALL 30X90 CM AGL,275,,,275,PCS
260,ASCG60,CARRARA GREY 60X60 CM AGL,6462.7,2605.8,,3856.9,M2
261,ASCG60120,CARRARA GREY 60X120 CM AGL,1396.26,,,1396.26,M2
262,ASCGB103060,CARRARA GREY (BATCH - 1030 G.01) 60X60 CM AGL,,,,,M2
263,ASCGDGW3060,CARRARA GREY DARK GLOSSY WALL 30X60 CM AGL,,,,,M2
264,ASCGDMF3060,CARRARA GREY DARK MATT FLOOR 60X60 CM AGL,121.74,115,,6.74,M2
265,ASCGS10120,CARRARA GREY SKIRTING 10X120 CM AGL,,,,,PCS
266,ASCGS1060,CARRARA GREY SKIRTING 10X60 CM AGL,15,,,15,PCS
267,ASCGS1560,CARRARA GREY SKIRTING 15X60 CM AGL,,,,,LINEAR METER
268,ASCMAMB1060S,CREMA MARFIL AMB PORCELAIN SKIRTING 10X60 CM AGL,,,,,PCS
269,ASCMAMB60,CREMA MARFIL AMB PORCELAIN 60X60 CM AGL,1239.09,0.36,,1238.73,M2
270,ASCMAMBB19081060,CREMA MARFIL AMB (BATCH - 190810) PORCELAIN 60X60 CM AGL,,,,,M2
271,ASCMAMBR1560,CREMA MARFIL AMB PORCELAIN RISER 15X60 CM AGL,,,,,PCS
272,ASCMAMBS3060,CREMA MARFIL AMB PORCELAIN STEP 30X60 CM AGL,,,,,PCS
273,ASCMAP60,CREMA MARFIL AP PORCELAIN 60X60 CM AGL,0.36,,,0.36,M2
274,ASCMAPL60120,CREMA MARFIL AP LIGHT PORCELAIN 60X120 CM AGL,653.29,320.8,,332.49,M2
275,ASCMAPL80,CREMA MARFIL AP LIGHT PORCELAIN 80X80 CM AGL,753.1,600.32,,152.78,M2
276,ASCMAPLB12610120,CREMA MARFIL AP LIGHT PORCELAIN SKIRTING WITH BULLNOSE EDGES 9.6X120 CM AGL,,,,,PCS
277,ASCMAPLB12660120,CREMA MARFIL AP LIGHT (BATCH - 126) PORCELAIN 60X120 CM AGL,,,,,M2
278,ASCMAPLP60,CREMA MARFIL AP LIGHT PORCELAIN 60X60 CM AGL,123.9,121.32,3024,3026.58,M2
279,ASCMAPLPB0301060,CREMA MARFIL AP LIGHT (BATCH - 030 G.01) PORCELAIN SKIRTING 10X60 CM AGL,,,,,PCS
280,ASCMAPLPB03060,CREMA MARFIL AP LIGHT (BATCH - 030 G.01) PORCELAIN 60X60 CM AGL,,,,,M2
281,ASCMAPLPR1560,CREMA MARFIL AP LIGHT PORCELAIN RISER 15X60 CM AGL,,,,,PCS
282,ASCMAPLPS1560,CREMA MARFIL AP LIGHT PORCELAIN SKIRTING 15X60 CM AGL,,,,,LINEAR METER
283,ASCMAPLPS60120,CREMA MARFIL AP LIGHT PORCELAIN STEP 60X120 CM AGL,,,,,PCS
284,ASCMAPLS10120,CREMA MARFIL AP LIGHT PORCELAIN SKIRTING 10X120 CM AGL,,,,,PCS
285,ASCMAPLS1060,CREMA MARFIL AP LIGHT PORCELAIN SKIRTING 10X60 CM AGL,18,,,18,PCS
286,ASCMAPLS3060,CREMA MARFIL AP LIGHT PORCELAIN STEPS 30X60 CM AGL,,,,,PCS
287,ASCMAPLS3360,CREMA MARFIL AP LIGHT PORCELAIN STEPS 33X60 CM AGL,,,,,PCS
288,ASCMAPS1060,CREMA MARFIL AP PORCELAIN SKIRTING 10X60 CM AGL,,,,,PCS
289,ASCMARM60,CREMA MARFIL ARMANO MATT FLOOR 60X60 CM - AGL INDIA,,,,,M2
290,ASCMF60,CREMA MARFIL LIGHT PORCELAIN 60X60 CM AGL,0.36,,,0.36,M2
291,ASCMIM60,CREMA MARFIL IVORY MATT 60X60 CM - AGL INDIA,,,,,M2
292,ASCMIMS1060,CREMA MARFIL IVORY MATT SKIRTING 10X60 CM - AGL INDIA,,,,,LINEAR METER
293,ASCMLS1060,CREMA MARFIL LIGHT PORCELAIN SKIRTING 10X60 CM AGL,,,,,PCS
294,ASCMM60,CREMA MARFIL MATT 60X60 CM - AGL INDIA,2.36,,,2.36,M2
295,ASCMMS1060,CREMA MARFIL MATT SKIRTING 10X60 CM - AGL INDIA,,,,,LINEAR METER
296,ASCMP60120,CREMA MARFIL SLIM PORCELAIN 60X120 CM AGL,0.72,,,0.72,M2
297,ASCMS1060,CREMA MARFIL PORCELAIN SKIRTING 10X60 CM AGL,118,,,118,PCS
298,ASCMS1080,CREMA MARFIL AP LIGHT PORCELAIN SKIRTING 10X80 CM AGL,47,,,47,PCS
299,ASCMS30120,CREMA MARFIL AP LIGHT PORCELAIN STEPS 30X120 CM AGL,,,,,PCS
300,ASCMS3080,CREMA MARFIL AP LIGHT PORCELAIN STEPS 30X80 CM AGL,,,,,PCS
301,ASCMS31100,CREMA MARFIL AP LIGHT PORCELAIN STEPS 31X120 CM AGL,,,,,PCS
302,ASCMSNCM60,CREMA MARFIL SNC MATT FLOOR 60X60 CM - AGL INDIA,,,,,M2
303,ASCWBO15120,CAP WOOD BROWN ORIENT 14.5X120 CM - AGL,,,,,M2
304,ASCWBO20120,CAP WOOD BROWN ORIENT 20X120 CM - AGL,0.72,,,0.72,M2
305,ASCWBO60120,CAP WOOD BROWN ORIENT 60X120 CM - AGL,,,,,M2
306,ASCWBOS10120,CAP WOOD BROWN ORIENT SKIRTING 9.5X120 CM WITH BULL NOZE - AGL,,,,,LINEAR METER
307,ASCWF8080,CARRARA WHITE PORCELAIN 80X80 CM AGL,,,,,M2
308,ASDK4003NW3060,DECOR K4003 NEO WOOD 30X60 CM AGL,,,,,M2
309,ASE120,ESTATARIO 120X120 CM AGL,3.56,,,3.56,M2
310,ASECW30,EARTH CREMA FLOOR 30X30 CM AGL,0.57,,,0.57,M2
311,ASEP60120,ESTUTARIO PORCELAIN SLIM 60X120 CM AGL,0.72,,,0.72,M2
312,ASES10X120,ESTATARIO SKIRTING 10X120 CM AGL,,,,,PCS
313,ASES15120,ESTATARIO SKIRTING 15X120 CM AGL,,,,,PCS
314,ASGBW3060,GLOSSY BIANCO WALL (PLAIN WHITE) 30X60 CM AGL,,,,,M2
315,ASGNW3060,GLITTER NEO WOOD 30X60 CM AGL,27.9,,,27.9,M2
316,ASGNWW3060,GLITTER NEO WOOD WENGE 30X60 CM AGL,1.44,,,1.44,M2
317,ASHSB60,HAMMER STONE BEIGE(NEW) OUTDOOR 60X60 CM AGL,,,,,M2
318,ASHSBO60,HAMMER STONE BEIGE(OLD) 60X60 CM AGL,,,,,M2
319,ASHSG60,HAMMER STONE GREY OUTDOOR 60X60 CM AGL,0.36,,,0.36,M2
320,ASI0031,"0031 TOILET TISSUE DISPENSER, TWIN HIDE-A-ROLL RECESSED-ASI USA",,,,,PCS
321,ASI0135,0135 TURBO-TUFF RECESS MOUNTED HIGH SPEED HAND DRYER - ASI USA,,,,,PCS
322,ASI0332,"0332 SOAP DISPENSER 4” SPOUT, 4” SHANK 34 OZ.-ASI USA",,,,,PCS
323,ASI0347,0347 SOAP DISPENSER VERTICAL SURFACE MOUNTED-ASI USA,,,,,PCS
324,ASI04692,0469-2 PAPER TOWEL DISPENSER & WASTE RECEPTACLE SEMI-RECESSED-ASI USA,,,,,PCS
325,ASI06612,"0661-2 VELARE BTM SYSTEM SS CABINET WITH MIRROR, SOAP DISPENSER & HAND DRYER(208-240V) - ASI USA",,,,,PCS
326,ASI0825,0825 WASTE RECEPTACLE (17 GAL.) SURFACE MOUNTED-ASI USA,,,,,PCS
327,ASI202002,20200-2 TRI-UMPH HIGH SPEED HAND DRYER-ASI USA,,,,,PCS
328,ASI20363,20363 ROVAL SURFACE MOUNTED VERTICAL SOAP DISPENSER-ASI USA,,,,,PCS
329,ASI300124,"3001-24 GRAB BAR – CONCEALED MOUNTING, 1"" DIA. – 24"" LENGTH - ASI USA",,,,,PCS
330,ASI646722,"64672-2 SIMPLICITY 3-IN-1 – PAPER TOWEL DISPENSER, HAND DRYER & WASTE RECEPTACLE(208-240V) - ASI USA",,,,,PCS
331,ASI64672241,"64672-2-41 PIATTO 3-IN-1 – PAPER TOWEL DISPENSER, HAND DRYER & WASTE RECEPTACLE(208-240V) - ASI US",,,,,PCS
332,ASI73053,7305-3 PAPER HOLDER SATIN FINISH-ASI USA,,,,,PCS
333,ASI7312,7312 DOUBLE ROBE HOOK-ASI USA,,,,,PCS
334,ASI7340S,7340-S SINGLE ROBE HOOK SATIN FINISH-ASI USA,,,,,PCS
335,ASI9012,"9012 BABY CHANGING STATION, HORIZONTAL – PLASTIC, SURFACE MOUNTED - ASI USA",,,,,PCS
336,ASIBSF,BOXY STRIPE WHITE FLOOR 30X30 CM AGL,0.09,,,0.09,M2
337,ASKER27KDW3045,KER27 KITCHEN DECOR WALL 30X45 CM - AGL INDIA,,,,,M2
338,ASKW60,KIYARA WHITE GLOSSY PORCELAIN 8002 60X60CM - AGL,51.32,,,51.32,M2
339,ASKW60120,KIYARA WHITE GLOSSY PORCELAIN 60X120CM - AGL,1051.76,1008.72,13824,13867.04,M2
340,ASKW80,KIYARA WHITE GLOSSY PORCELAIN 8002 80X80CM - AGL,1040.38,189.96,,850.42,M2
341,ASKWM60,KIYARA WHITE MATT PORCELAIN 8002 60X60CM - AGL,14.49,0.36,3024,3038.13,M2
342,ASKWPS1060,KIYARA WHITE PORCELAIN 8002 SKIRTING 10X60CM - AGL,,,,,PCS
343,ASKWR1580,KIYARA WHITE PORCELAIN 8002 RISER 15X80CM - AGL,,,,,PCS
344,ASKWS10120,KIYARA WHITE PORCELAIN SKIRTING 10X120CM - AGL,,,,,PCS
345,ASKWS1080,KIYARA WHITE PORCELAIN 8002 SKIRTING 10X80CM - AGL,,,,,PCS
346,ASKWS3080,KIYARA WHITE PORCELAIN 8002 STEP 30X80CM - AGL,,,,,PCS
347,ASLAD3060,LOGGE ART DECOR 30X60 CM AGL,,,,,M2
348,ASLG3060,LOGGE GREY 30X60 CM AGL,506.36,55,,451.36,M2
349,ASLGF30,LOGGE GREY FLOOR 30X30 CM AGL,122.06,118,,4.06,M2
350,ASLGS1030,LOGGE GREY SKIRTING 10X30 CM (STRAIGHT CUT) AGL,,,,,PCS
351,ASLMA60120,LILICA MIRROR A PORCELAIN FLOOR 60X120CM - AGL,390.24,,,390.24,M2
352,ASLMB60120,LILICA MIRROR B PORCELAIN FLOOR 60X120CM - AGL,388.8,,,388.8,M2
353,ASLOAD3060,LOGGE ART DECOR 30X60 CM AGL,18.18,4,,14.18,PCS
354,ASLS3060,LOGGE SLATE 30X60 CM AGL,7.92,,,7.92,M2
355,ASLSF30,LOGGE SLATE FLOOR 30X30 CM AGL,1.89,1.8,,0.09,M2
356,ASMBDW3090,MOZAIK BLACK DECOR WALL 30X90 CM AGL,,,,,PCS
357,ASMBF60120,MULAZ BEIGE PORCELAIN 60X120 CM AGL,0.72,,,0.72,M2
358,ASMC6020MM,MOUNTAIN CHOCOLATE MATT 60X60CM 20MM - AGL,1865.52,0.72,0.36,1865.16,M2
359,ASMCD3060,MONACO COCOA DECOR 30X60 CM AGL,392,,,392,PCS
360,ASMCF60,MARMARA CREMA PORCELAIN  60X60 CM AGL,73.6,0.36,,73.24,M2
361,ASMCS1060,MARMARA CREMA SKIRTING 10X60 CM AGL,379,,,379,PCS
362,ASMHG40,MAJESTIC HARD GIALLO 40X40 CM AGL,,,,,M2
363,ASNSW2537,NEW STATUS WHITE WALL 25X37.5 CM - AGL,20.549,,,20.549,M2
364,ASNSWF30,NEW STATUS WHITE FLOOR 30X30 CM - AGL,0.55,,,0.55,M2
365,ASOBDW3090,ONDA BLACK DECOR WALL 30X90 CM AGL,34,,,34,PCS
366,ASOW60,ONYX WHITE 60X60 CM AGL,3626.16,266.08,,3360.08,M2
367,ASOWBM1080,OAK WOOD BROWN MATT 10X80 CM - AGL,,,,,M2
368,ASOWBM1680,OAK WOOD BROWN MATT 16X80 CM - AGL,,,,,M2
369,ASOWS1060,ONYX WHITE SKIRTING 10X60 CM AGL,,,,,PCS
370,ASOWW3090,ONDA WHITE WALL 30X90 CM AGL,0.27,,,0.27,M2
371,ASPIFB1560,PLAIN IVORY PORCELAIN SKIRTING 15X60 CM AGL INDIA,,,,,LINEAR METER
372,ASPIFB60,PLAIN IVORY PORCELAIN 60X60 CM AGL INDIA,12428.49,1752.6,,10675.89,M2
373,ASPIFBS1060,PLAIN IVORY SKIRTING 10X60 CM AGL,42,,,42,PCS
374,ASPIFPSSWN1060,V650 PLAIN IVORY FULL POLISHED(SOLUBLE SALT) WITH NANO SKIRTING 10X60 CM AGL,,,,,PCS
375,ASPIFPSSWN60,V650 PLAIN IVORY FULL POLISHED(SOLUBLE SALT) WITH NANO 60X60 CM AGL,,,,,M2
376,ASPN6020MM,PESARO NATURAL MATT 60X60CM 20MM - AGL,622.08,,,622.08,M2
377,ASPWW2537,PLAIN WHITE WALL 25X37.5 CM AGL,3128.202,67.5,,3060.702,M2
378,ASQG6020MM,QUARTZ GREY MATT 60X60CM 20MM - AGL,622.08,,,622.08,M2
379,ASQW6020MM,QUARTZ WHITE MATT 60X60CM 20MM - AGL,1244.16,,,1244.16,M2
380,ASRAW3090,ROYAL ART DECOR 4 PC SET WALL 30X90 CM AGL,39,,,39,SET
381,ASRC2550,RENGLON CREMA 25X50 CM AGL,,,,,M2
382,ASRC30,RENGLON CREMA FLOOR 30X30 CM AGL,126.32,,,126.32,M2
383,ASRC3060,RENGLON CREMA 30X60 CM AGL,1.44,,,1.44,M2
384,ASRC3090,RENGLON CREMA 30X90 CM AGL,0.81,,,0.81,M2
385,ASSBF30,SATIN BIANCO FLOOR 30X30 CM AGL,0.09,,,0.09,M2
386,ASSC3090,SWOOSH CREMA 30X90 CM AGL,36.99,,,36.99,M2
387,ASSOB60,SKY ONYX BEIGE 60X60 CM AGL,,,,,M2
388,ASSOBS1060,SKY ONYX BEIGE SKIRTING 10X60 CM AGL,,,,,PCS
389,ASSOP60,SKY ONYX PEARL (BATCH - 034 G-01) 60X60 CM AGL,248.76,256.68,,-7.92,M2
390,ASSOPS1060,SKY ONYX PEARL SKIRTING 10X60 CM AGL,32,,,32,PCS
391,ASSPF30,SATVARIO PERLA FLOOR 30X30 CM AGL,0.09,,,0.09,M2
392,ASSR80160,STATUARIO ROSSO WHITE PORCELAIN 80X160 CM AGL,1116.66,,,1116.66,M2
393,ASSRD3090,STATARIO ROMAN DECOR WALL 30X90 CM AGL,,,,,PCS
394,ASSWP1030,SNOW WHITE PLAIN 10X30CM - AGL,454.41,,,454.41,M2
395,ASSWW3090,STATARIO WHITE WALL 30X90 CM AGL,68.04,,,68.04,M2
396,ASTB40,TITAN BEIGE FLOOR 40X40 CM AGL,1183.06,150,,1033.06,M2
397,ASTBS840,TITAN BEIGE SKIRTING 8X40 CM AGL,,,,,LINEAR METER
398,ASTCWW3090,TWIN COLOUR WHITE WALL 30X90 CM AGL,0.81,,,0.81,M2
399,ASVSDW3045,VIVA SAND DECOR WALL 30X45 CM - AGL INDIA,,,,,M2
400,ASWF30,PLAIN WHITE MATT FLOOR 30X30 CM AGL,1432.22,148.81,,1283.41,M2
401,ASXAS10120,XXL ARMANI PORCELAIN SKIRTING 10X120 CM AGL,36,,,36,PCS
402,ASXCM10120S,XXL CREMA MARFIL PORCELAIN SKIRTING 10X120 CM AGL,,,,,PCS
403,ASXCM1080S,XXL CREMA MARFIL PORCELAIN SKIRTING 10X80 CM AGL,,,,,PCS
404,ASXCM15120S,XXL CREMA MARFIL PORCELAIN RISER TILES 15X120 CM AGL,,,,,PCS
405,ASXCM31120S,XXL CREMA MARFIL PORCELAIN STEP TILES 31X120 CM AGL,,,,,PCS
406,ASXCM80120,XXL CREMA MARFIL LIGHT PORCELAIN 80X120 CM AGL,0.96,,,0.96,M2
407,ASXCML80120,XXL CREMA MARFIL (BATCH - 01) PORCELAIN 80X120 CM AGL,,,,,M2
408,ASXCMS9514,XXL CREMA MARFIL RISER PORCELAIN 95X14 CM AGL,,,,,PCS
409,ASXCMS9530,XXL CREMA MARFIL RISER PORCELAIN 95X30 CM AGL,,,,,PCS
410,ASXOWB0203AF80120,XXL ONYX WHITE (BATCH - 02/03-A) PORCELAIN 80X120 CM AGL,,,,,M2
411,ASXOWB0203AFS10120,XXL ONYX WHITE (BATCH - 02/03-A) PORCELAIN SKIRTING    10X120 CM AGL,,,,,M2
412,ASXOWB0203AFS10120.,XXL ONYX WHITE PORCELAIN SKIRTING 10X120 CM AGL,,,,,PCS
413,ASXOWB27F80120,XXL ONYX WHITE (BATCH - 27) PORCELAIN 80X120 CM AGL,,,,,M2
414,ASXOWF10120,XXL ONYX WHITE PORCELAIN SKIRTING 10X120 CM AGL,,,,,PCS
415,ASXOWF1080,XXL ONYX WHITE PORCELAIN SKIRTING 10X80 CM AGL,,,,,PCS
416,ASXOWF15120,XXL ONYX WHITE PORCELAIN RISER 15X120 CM AGL,,,,,PCS
417,ASXOWF80120,XXL ONYX WHITE PORCELAIN 80X120 CM AGL,2535.74,492.28,,2043.46,M2
418,ASXOWF80160,XXL ONYX WHITE PORCELAIN 80X160 CM AGL,643.18,245.76,,397.42,M2
419,ASXOWR14120,XXL ONYX WHITE PORCELAIN RISER 14X120 CM AGL,,,,,PCS
420,ASXOWS30120,XXL ONYX WHITE PORCELAIN STEPS 30X120 CM AGL,,,,,PCS
421,ASXVF80120,XXL VENATO PORCELAIN 80X120 CM AGL,0.96,,,0.96,M2
422,ATSA10A,"A10A PLASTIC BOTTLE TRAP 1 1/4""- ARMITAGE SHANKS UK",,,,,PCS
423,ATSE885067,E885067 CIS FTG BSIO 6/3 DF CC - ARMITAGE SHANKS UK,,,,,PCS
424,ATSJ090101,J090101 TENAX SHOWER TRAY 80X80 W/ WASTE - ARMITAGE SHANKS,,,,,PCS
425,ATSJ522801,J522801 GEMMA 2 WC BOWL VO WHITE - ARMITAGE SHANKS UK,,,,,PCS
426,ATSJ522901,J522901 GEMMA 2 TANK BI NO TRIM WHITE - ARMITAGE SHANKS UK,,,,,PCS
427,ATSJ523301,J523301 GEMMA 2 SOFT CLOSE SEAT - ARMITAGE SHANKS UK,,,,,PCS
428,ATSS247301,S247301 CONTOUR 21HR BASIN 37 WHITE NOF NCHN 1LTH- ARMITAGE SHANKS UK,,,,,PCS
429,ATSS248601,S248601 ORBIT 21 COUNTERTOP WASHBASIN 55CM 1 TAPHOLE WITH OVERFLOW - ARMITAGE SHANKS UK,,,,,PCS
430,ATSS307801,S307801 CONTOUR 21 WHG PAN 75 PRJ INCL. BACKREST+SEAT - ARMITAGE SHANKS UK,,,,,PCS
431,ATSS5915,S5915 BIRCH JANITOR SINK WITH WASTE(S8726AA) & LEGS(S9233MY) ARMITAGE SHANKS UK,,,,,PCS
432,ATSS592001,S592001 BIRCH CLEANERS SINK 51CM - ARMITAGE SHANKS,,,,,PCS
433,ATSS610001,S610001 SANURA 50CM URINAL BOWL - ARMITAGE SHANKS UK,,,,,PCS
434,ATSS612001,S612001 URINAL DIVIDER - ARMITAGE SHANKS,,,,,PCS
435,ATSS6286AA,"S6286AA SPREADER, BACK INLET FOR VITREOUS CHINA BOWL URINAL - ARMITAGE SHANKS",,,,,PCS
436,ATSS6637,S6637 BACK SUPPORT WHITE COMPLETE WITH CUSHION - ARMITAGE SHANKS,,,,,PCS
437,ATSS6966AC,S6966AC DOC M PACK - ARMITAGE SHANKS,,,,,PCS
438,ATSS8726AA,"S8726AA UNSLOTTED STRAINER WASTE 1.5"" - ARMITAGE SHANKS",,,,,PCS
439,ATSS885067,"S885067 WASTE 1½"" PLASTIC DOMED STRAINER WASTE, 45MM UNSLOTTED TAIL  - ARMITAGE SHANKS UK",,,,,PCS
440,ATSS891067,"S891067 BTL TRP NO FIN PLASTIC 1 1/4"" 75MM SEAL - ARMITAGE SHANKS",,,,,PCS
441,ATSS891567,"S891567 PLASTIC BOTTLE TRAP 1.5"", 75MM SEAL - ARMITAGE SHANKS",,,,,PCS
442,ATSS892567,"S892567 TRAP 1½"" PLASTIC RESEALING BOTTLE WITH 75MM SEAL, MULTI-PURPOSE OUTLET - ARMITAGE SHANKS",,,,,PCS
443,ATSS911067,S911067 CON. STEEL HANGER PAIR - ARMITAGE SHANKS,,,,,PCS
444,ATSS923367,S9233 67 SS LEGS & BRACKETS - ARMITAGE SHANKS,,,,,PCS
445,ATSS9233MY,S9233MY SS LEGS & BRACKETS - ARMITAGE SHANKS,,,,,PCS
446,AURSC,SHOWER ARM SQUARE (WALL MOUNTED) AURA INDIA,3,,,3,PCS
447,AZEABF4141,ATENEA BEIGE 41X41 FLOOR A-ESPANOL SPAIN,,,,,M2
448,AZEABW2540,ATENEA BEIGE WALL 25X40 CM - A.ESPANOL SPAIN,,,,,M2
449,AZEASW2540,ATENEA SALMON 25X40 WALL A-ESPANOL SPAIN,,,,,M2
450,AZECPFL941,CNF PRAGA LINING 9.5X41 CM - A.ESPANOL -SPAIN,744,,,744,PCS
451,AZEMAML825,MENORCA AMRILLO LINING 8X25 CM A.ESPANOL - SPAIN,,,,,PCS
452,AZEMAZL825,MENORCA AZUL LINING 8X25 CM A.ESPANOL - SPAIN,29,,,29,PCS
453,AZEMBL825,MENORCA BEIGE LINING 8X25 CM A.ESPANOL - SPAIN,30,,,30,PCS
454,AZEMVL825,MENORCA VERDE LINING 8X25 CM A. ESPANOL SPAIN,18,,,18,PCS
455,AZENRW2540,NERO ROJO WALL 25X40 CM A.ESPANOL SPAIN,,,,,M2
456,AZEOBF3131,ONAR BLANCO (TELES) FLOOR 31.6X31.6 - FLOOR - A-ESPANOL SPAIN,,,,,M2
457,AZETCF3131,TALES CREMA FLOOR 31.6X31.6 CM A.ESPANOL - SPAIN,,,,,M2
458,AZMABF33,ARCHI BLANCO FLOOR 33.3X33.3 A.MALLOL SPAIN,0.11,,,0.11,M2
459,AZMABW2050,ARUBA BLANCO WALL 20X50 CM  A.MALLOL SPAIN,0.1,,,0.1,M2
460,AZMALF33,ARCO LILA FLOOR 33.3X33.3 CM - A.MALLOL -SPAIN,,,,,M2
461,AZMANW2050,ARUBA NEGRO WALL 20X50 - A-MALLOL- SPAIN,0.325,,,0.325,M2
462,AZMARW2050,ARUBA ROJO 20X50 - WALL -A.MALLOL SPAIN,0.1,,,0.1,M2
463,AZMBF3131,BOHEMIA 700 FLOOR 31.6X31.6 CM - A.MARTI - SPAIN,,,,,M2
464,AZMCMG2653,CREMA MARFIL CLASSIC 26.5X57  CM A.MARTI SPAIN,,,,,M2
465,AZMCPL725,CENEFA PRAGA LINING 7.5X25 CM A.MALLOL SPAIN,43,,,43,PCS
466,AZMDG2060,DECOR GAUDI 20X60 CM A.MALLOL -SPAIN,,,,,PCS
467,AZMDJW2050,DECOR JAVA 1PC WALL 20X50 CM -A.MALLOL SPAIN,1,,,1,PCS
468,AZMECCF5050,EMPERADOR CLASSIC CENEFA FLOOR 50X50 CM - A.MARTI SPAIN,,,,,PCS
469,AZMECF5050,EMPERADOR CLASSIC DECOR FLOOR 50X50 CM - A.MARTI SPAIN,,,,,PCS
470,AZMECRF5050,EMPERADOR CORAL PORCELAIN FLOOR 50X50 CM - A.MARTI SPAIN,,,,,M2
471,AZMEM1050,EMPERADOR MARRON SKIRTING 10X50 CM A.MARTI SPAIN,,,,,PCS
472,AZMEM2653,EMPERADOR MARRON WALL  26.8X53.6 CM A.MARTI SPAIN,0.14,0.004,0.004,0.14,M2
473,AZMGCW2060,GAUDI CHOCOLATE WALL 20X60 CM - A.MALLOL -SPAIN,0.56,,,0.56,M2
474,AZMGMAW2060,GAUDI MARFIL WALL 20X60 CM - A.MALLOL -SPAIN,0.12,,,0.12,M2
475,AZMGMW2060,GAUDI MALVA WALL 20X60 - A-MALLOL SPAIN,0.36,,,0.36,M2
476,AZMJ8570L715,J-85/70 LINING 7.5X15.5 CM AZULINDUS MARTI SPAIN,157,,,157,PCS
477,AZMJ8580L715,J-85/80 LINING 7.5X15.5 CM AZULINDUS MARTI SPAIN,224,,,224,PCS
478,AZMJ8610L715,J-86/10 LINING 7.5X15.5 CM AZULINDUS MARTI SPAIN,249,,,249,PCS
479,AZMJMW2050,JAVA MARFIL WALL 20X50 CM  A.MALLOL SPAIN,0.1,,,0.1,M2
480,AZMJNF4545,JAVA NOCE FLOOR  45X45 CM A.MALLOL SPAIN,0.2,,,0.2,M2
481,AZMJNW2050,JAVA NOCE WALL 20X50 CM A.MALLOL SPAIN,0.3,6.6,,-6.3,M2
482,AZMJTF4545,JAVA TERRA FLOOR SPAIN 45X45 A-MALLOL - SPAIN,0.2,,,0.2,M2
483,AZMJTW2050,JAVA TERRA WALL 20X50 - A-MALLOL - SPAIN,0.1,,,0.1,M2
484,AZMMMF33,MYKONOS MARENGO FLOOR 33.3X33.3 CM A.MALLOL SPAIN,,,,,M2
485,AZMMMW2540,MYKONOS MARFIL WALL 25X40 CM A.MALLOL SPAIN,0.1,,,0.1,M2
